Site Occupation Location,Site Component,SubOc1,Period,Period No.,Period Start,Period End,Estimated Span,Area (ha),Population
699,SVP-ETAN-428,A,Early Tanguche,7,750,900,50,1.5,20
700,SVP-ETAN-430,A,Early Tanguche,7,750,900,50,0.5,5
701,SVP-VIN-24,A,Vinzos,3,-500,-100,133.3333333,1.35,340
703,SVP-VIN-38,A,Vinzos,3,-500,-100,133.3333333,1.5,75
704,SVP-ETAN-434,A,Early Tanguche,7,750,900,50,1.5,75
706,SVP-ETAN-424,A,Early Tanguche,7,750,900,50,0.5,25
707,SVP-ETAN-429,A,Early Tanguche,7,750,900,50,0.5,25
708,SVP-ETAN-431,A,Early Tanguche,7,750,900,50,0.25,5
709,SVP-ETAN-343,A,Early Tanguche,7,750,900,50,0.5,10
710,SVP-ETAN-349,A,Early Tanguche,7,750,900,50,1.5,20
711,SVP-ETAN-350,A,Early Tanguche,7,750,900,50,0.3,10
712,SVP-ETAN-423,A,Early Tanguche,7,750,900,50,0.1,5
713,SVP-LSUCH-100,A,Late Suchimancillo,5,100,500,133.3333333,0.9,15
714,SVP-ETAN-341,A,Early Tanguche,7,750,900,50,0.25,5
715,SVP-ETAN-436,A,Early Tanguche,7,750,900,50,0.5,25
718,SVP-ETAN-422,A,Early Tanguche,7,750,900,50,0.25,10
719,SVP-ETAN-56,A,Early Tanguche,7,750,900,50,2.7,270
719,SVP-ETR-14,B,Early Tambo Real,9,1100,1470,123.3333333,1.4,70
720,SVP-ETAN-338,A,Early Tanguche,7,750,900,50,0.5,10
721,SVP-ETAN-348,A,Early Tanguche,7,750,900,50,0.25,5
722,SVP-ESUCH-79,A,Early Suchimancillo,4,-100,100,66.66666667,0.5,50
724,SVP-ETAN-347,A,Early Tanguche,7,750,900,50,0.25,10
725,SVP-ETAN-437,A,Early Tanguche,7,750,900,50,0.5,25
726,SVP-ETAN-346,A,Early Tanguche,7,750,900,50,0.3,5
727,SVP-LSUCH-98,A,Late Suchimancillo,5,100,500,133.3333333,0.75,35
728,SVP-ESUCH-78,A,Early Suchimancillo,4,-100,100,66.66666667,0.25,10
729,SVP-ETAN-55,A,Early Tanguche,7,750,900,50,2.5,250
729,SVP-LTAN-26,A,Late Tanguche,8,900,1100,66.66666667,2.5,625
737,SVP-ETAN-421,A,Early Tanguche,7,750,900,50,0.2,10
738,SVP-ETAN-50,A,Early Tanguche,7,750,900,50,0.25,5
739,SVP-ESUCH-70,A,Early Suchimancillo,4,-100,100,66.66666667,2.25,110
739,SVP-LSUCH-94,A,Late Suchimancillo,5,100,500,133.3333333,1.8,90
740,SVP-ETAN-54,A,Early Tanguche,7,750,900,50,5.6,560
741,SVP-VIN-39,A,Vinzos,3,-500,-100,133.3333333,0.75,40
742,SVP-ESUCH-65,A,Early Suchimancillo,4,-100,100,66.66666667,1.4,70
742,SVP-LSUCH-93,A,Late Suchimancillo,5,100,500,133.3333333,0.75,40
745,SVP-SAL-8,A,Las Salinas,1,-3000,-1800,400,1,30
746,SVP-SAL-9,A,Las Salinas,1,-3000,-1800,400,1,30
749,SVP-LSUCH-90,A,Late Suchimancillo,5,100,500,133.3333333,0.25,10
750,SVP-ESUCH-71,A,Early Suchimancillo,4,-100,100,66.66666667,1.8,25
750,SVP-LSUCH-95,A,Late Suchimancillo,5,100,500,133.3333333,1.4,20
751,SVP-LSUCH-92,A,Late Suchimancillo,5,100,500,133.3333333,0.75,40
752,SVP-LSUCH-88,A,Late Suchimancillo,5,100,500,133.3333333,3.2,50
754,SVP-GUAD-8,A,Guadalupito,6,300,750,150,0.5,25
755,SVP-ESUCH-66,A,Early Suchimancillo,4,-100,100,66.66666667,0.5,10
756,SVP-VIN-40,A,Vinzos,3,-500,-100,133.3333333,5.5,275
758,SVP-LTAN-23,A,Late Tanguche,8,900,1100,66.66666667,0.7,70
759,SVP-ETAN-45,A,Early Tanguche,7,750,900,50,1.1,110
760,SVP-ETAN-420,A,Early Tanguche,7,750,900,50,0.75,40
761,SVP-ESUCH-64,A,Early Suchimancillo,4,-100,100,66.66666667,1,100
762,SVP-VIN-41,A,Vinzos,3,-500,-100,133.3333333,1,50
763,SVP-CAY-33,A,Cayhuamarca,2,-1800,-500,433.3333333,2,100
763,SVP-ESUCH-63,B,Early Suchimancillo,4,-100,100,66.66666667,1.6,160
763,SVP-LSUCH-87,B,Late Suchimancillo,5,100,500,133.3333333,1.6,160
764,SVP-ETAN-44,A,Early Tanguche,7,750,900,50,7.2,720
764,SVP-LTAN-22,A,Late Tanguche,8,900,1100,200,6.75,675
764,SVP-ETR-12,A,Early Tambo Real,9,1100,1470,123.3333333,7.2,360
765,SVP-ETAN-419,A,Early Tanguche,7,750,900,50,0.75,40
768,SVP-ESUCH-60,A,Early Suchimancillo,4,-100,100,66.66666667,0.25,25
769,SVP-ETAN-418,A,Early Tanguche,7,750,900,50,1.25,60
771,SVP-ETAN-411,A,Early Tanguche,7,750,900,50,0.25,5
772,SVP-VIN-42,A,Vinzos,3,-500,-100,133.3333333,0.5,25
773,SVP-ESUCH-62,A,Early Suchimancillo,4,-100,100,66.66666667,2,200
773,SVP-LSUCH-86,A,Late Suchimancillo,5,100,500,133.3333333,1.4,140
774,SVP-LTR-4,A,Late Tambo Real,10,1470,1532,20.66666667,0.5,5
776,SVP-VIN-43,A,Vinzos,3,-500,-100,133.3333333,0.5,25
778,SVP-ESUCH-59,A,Early Suchimancillo,4,-100,100,66.66666667,0.5,50
779,SVP-ETAN-43,A,Early Tanguche,7,750,900,50,3,300
779,SVP-LTAN-21,A,Late Tanguche,8,900,1100,66.66666667,2.25,225
780,SVP-LTAN-18,A,Late Tanguche,8,900,1100,66.66666667,1,100
781,SVP-ETAN-410,A,Early Tanguche,7,750,900,50,0.25,10
782,SVP-ETAN-417,A,Early Tanguche,7,750,900,50,0.25,10
783,SVP-ETAN-29,A,Early Tanguche,7,750,900,50,1,15
785,SVP-ESUCH-58,A,Early Suchimancillo,4,-100,100,66.66666667,0.5,50
786,SVP-VIN-44,A,Vinzos,3,-500,-100,133.3333333,0.5,25
787,SVP-ETAN-416,A,Early Tanguche,7,750,900,50,0.25,10
788,SVP-ESUCH-56,A,Early Suchimancillo,4,-100,100,66.66666667,2.7,270
788,SVP-ETAN-42,B,Early Tanguche,7,750,900,50,5.2,520
788,SVP-LTAN-20,B,Late Tanguche,8,900,1100,66.66666667,1.5,150
793,SVP-ETAN-415,A,Early Tanguche,7,750,900,50,0.5,25
796,SVP-ETAN-37,A,Early Tanguche,7,750,900,50,6.3,630
797,SVP-ETAN-414,A,Early Tanguche,7,750,900,50,0.25,10
798,SVP-ETAN-409,A,Early Tanguche,7,750,900,50,0.1,
800,SVP-LTR-3,A,Late Tambo Real,10,1470,1532,20.66666667,0.9,90
801,SVP-VIN-45,A,Vinzos,3,-500,-100,133.3333333,0.5,25
803,SVP-LSUCH-84,A,Late Suchimancillo,5,100,500,133.3333333,1,50
804,SVP-ETAN-28,A,Early Tanguche,7,750,900,50,1,15
805,SVP-ESUCH-53,A,Early Suchimancillo,4,-100,100,66.66666667,1.35,20
805,SVP-GUAD-3,B,Guadalupito,6,300,750,150,5.9,295
805,SVP-ETAN-26,B,Early Tanguche,7,750,900,150,52.4,785
805,SVP-LTAN-16,B,Late Tanguche,8,900,1100,66.66666667,10.6,160
809,SVP-ESUCH-55,A,Early Suchimancillo,4,-100,100,66.66666667,1,100
809,SVP-ETAN-33,B,Early Tanguche,7,750,900,50,11.5,1150
809,SVP-ETR-10,C,Early Tambo Real,9,1100,1470,123.3333333,1.5,75
810,SVP-LTR-78,A,Late Tambo Real,10,1470,1532,20.66666667,0.9,45
811,SVP-CAY-32,A,Cayhuamarca,2,-1800,-500,433.3333333,0.8,200
811,SVP-ESUCH-54,B,Early Suchimancillo,4,-100,100,66.66666667,0.8,200
811,SVP-LSUCH-83,B,Late Suchimancillo,5,100,500,133.3333333,0.8,200
813,SVP-ETAN-413,A,Early Tanguche,7,750,900,50,0.25,10
814,SVP-ETAN-17,A,Early Tanguche,7,750,900,50,4.5,450
814,SVP-ETR-9,B,Early Tambo Real,9,1100,1470,123.3333333,1.4,70
817,SVP-ETAN-412,A,Early Tanguche,7,750,900,50,0.1,5
818,SVP-ETAN-408,A,Early Tanguche,7,750,900,50,0.25,10
822,SVP-LTAN-15,A,Late Tanguche,8,900,1100,66.66666667,15,1500
822,SVP-ETR-8,A,Early Tambo Real,9,1100,1470,123.3333333,12.8,1280
823,SVP-CAY-31,A,Cayhuamarca,2,-1800,-500,433.3333333,0.4,100
823,SVP-VIN-23,A,Vinzos,3,-500,-100,133.3333333,0.25,25
824,SVP-LSUCH-82,A,Late Suchimancillo,5,100,500,133.3333333,3.6,150
825,SVP-ETAN-24,A,Early Tanguche,7,750,900,50,1,100
827,SVP-CAY-30,A,Cayhuamarca,2,-1800,-500,433.3333333,2,200
827,SVP-ESUCH-52,B,Early Suchimancillo,4,-100,100,66.66666667,1.8,90
827,SVP-ETAN-25,C,Early Tanguche,7,750,900,50,0.3,15
829,SVP-ETAN-407,A,Early Tanguche,7,750,900,50,0.25,10
832,SVP-ETAN-22,A,Early Tanguche,7,750,900,50,5.2,260
832,SVP-ETR-7,B,Early Tambo Real,9,1100,1470,123.3333333,2,100
833,SVP-ESUCH-47,A,Early Suchimancillo,4,-100,100,66.66666667,1.25,60
833,SVP-LSUCH-79,A,Late Suchimancillo,5,100,500,133.3333333,1.6,25
835,SVP-CAY-29,A,Cayhuamarca,2,-1800,-500,433.3333333,6.75,50
836,SVP-ETAN-21,A,Early Tanguche,7,750,900,50,4,400
836,SVP-LTAN-14,A,Late Tanguche,8,900,1100,66.66666667,4,200
837,SVP-LSUCH-77,B,Late Suchimancillo,5,100,500,133.3333333,3.2,160
840,SVP-LTR-1,A,Late Tambo Real,10,1470,1532,20.66666667,1.4,140
842,SVP-LSUCH-72,A,Late Suchimancillo,5,100,500,133.3333333,20,2375
843,SVP-CAY-28,A,Cayhuamarca,2,-1800,-500,433.3333333,1,50
843,SVP-VIN-22,A,Vinzos,3,-500,-100,133.3333333,1,50
848,SVP-ETAN-18,A,Early Tanguche,7,750,900,50,2.25,225
849,SVP-LSUCH-76,A,Late Suchimancillo,5,100,500,133.3333333,2.7,270
851,SVP-LSUCH-70,A,Late Suchimancillo,5,100,500,133.3333333,3.2,320
851,SVP-ETAN-11,B,Early Tanguche,7,750,900,50,2,100
854,SVP-ETAN-406,A,Early Tanguche,7,750,900,50,0.25,5
855,SVP-ESUCH-37,A,Early Suchimancillo,4,-100,100,66.66666667,3,150
855,SVP-LSUCH-62,A,Late Suchimancillo,5,100,500,133.3333333,4,200
856,SVP-SAL-7,A,Las Salinas,1,-3000,-1800,400,0.5,15
858,SVP-CAY-26,A,Cayhuamarca,2,-1800,-500,433.3333333,3,150
858,SVP-ESUCH-46,B,Early Suchimancillo,4,-100,100,66.66666667,3,150
858,SVP-LSUCH-74,B,Late Suchimancillo,5,100,500,133.3333333,2.7,135
859,SVP-ESUCH-44,A,Early Suchimancillo,4,-100,100,66.66666667,2.5,40
859,SVP-LSUCH-69,A,Late Suchimancillo,5,100,500,133.3333333,2.5,40
861,SVP-ESUCH-45,A,Early Suchimancillo,4,-100,100,66.66666667,4,45
861,SVP-LSUCH-68,A,Late Suchimancillo,5,100,500,133.3333333,3,30
862,SVP-ESUCH-36,A,Early Suchimancillo,4,-100,100,66.66666667,1.4,140
862,SVP-LSUCH-58,A,Late Suchimancillo,5,100,500,133.3333333,4.75,200
864,SVP-LSUCH-56,A,Late Suchimancillo,5,100,500,133.3333333,3.4,340
864,SVP-ETAN-10,B,Early Tanguche,7,750,900,50,3,300
865,SVP-VIN-21,A,Vinzos,3,-500,-100,133.3333333,2,200
867,SVP-ESUCH-35,A,Early Suchimancillo,4,-100,100,66.66666667,2.5,125
867,SVP-LSUCH-55,A,Late Suchimancillo,5,100,500,133.3333333,2.25,225
868,SVP-CAY-25,A,Cayhuamarca,2,-1800,-500,433.3333333,3,150
868,SVP-VIN-20,A,Vinzos,3,-500,-100,400,1,100
868,SVP-ESUCH-43,A,Early Suchimancillo,4,-100,100,200,3,300
868,SVP-LSUCH-67,A,Late Suchimancillo,5,100,500,133.3333333,3,
870,SVP-ESUCH-39,A,Early Suchimancillo,4,-100,100,66.66666667,0.25,10
870,SVP-LSUCH-64,A,Late Suchimancillo,5,100,500,133.3333333,0.25,10
871,SVP-ESUCH-34,A,Early Suchimancillo,4,-100,100,66.66666667,5.6,85
871,SVP-LSUCH-54,A,Late Suchimancillo,5,100,500,133.3333333,5,250
873,SVP-CAY-23,A,Cayhuamarca,2,-1800,-500,433.3333333,2.5,125
873,SVP-VIN-18,A,Vinzos,3,-500,-100,400,1,100
873,SVP-ESUCH-41,A,Early Suchimancillo,4,-100,100,200,1.5,150
873,SVP-LSUCH-66,A,Late Suchimancillo,5,100,500,133.3333333,2.7,
874,SVP-VIN-19,A,Vinzos,3,-500,-100,133.3333333,1,100
874,SVP-ESUCH-38,A,Early Suchimancillo,4,-100,100,200,3,300
874,SVP-LSUCH-63,A,Late Suchimancillo,5,100,500,133.3333333,5,500
875,SVP-SAL-6,A,Las Salinas,1,-3000,-1800,400,1.5,45
878,SVP-LSUCH-53,A,Late Suchimancillo,5,100,500,133.3333333,3.2,50
879,SVP-LSUCH-52,A,Late Suchimancillo,5,100,500,133.3333333,2,100
879,SVP-GUAD-1,A,Guadalupito,6,300,750,150,2,100
879,SVP-LTAN-4,B,Late Tanguche,8,900,1100,66.66666667,1.4,20
880,SVP-ETAN-7,B,Early Tanguche,7,750,900,50,2.7,140
880,SVP-ETR-2,C,Early Tambo Real,9,1100,1470,123.3333333,4,200
881,SVP-VIN-13,A,Vinzos,3,-500,-100,133.3333333,1,50
881,SVP-ESUCH-32,A,Early Suchimancillo,4,-100,100,66.66666667,2.7,40
882,SVP-CAY-18,A,Cayhuamarca,2,-1800,-500,433.3333333,0.5,
883,SVP-CAY-21,A,Cayhuamarca,2,-1800,-500,433.3333333,0.5,50
883,SVP-ESUCH-29,B,Early Suchimancillo,4,-100,100,66.66666667,0.25,10
884,SVP-CAY-19,A,Cayhuamarca,2,-1800,-500,433.3333333,3,150
884,SVP-VIN-17,A,Vinzos,3,-500,-100,133.3333333,2,30
885,SVP-CAY-20,A,Cayhuamarca,2,-1800,-500,433.3333333,3.75,250
886,SVP-ESUCH-28,A,Early Suchimancillo,4,-100,100,66.66666667,2.5,250
886,SVP-LSUCH-51,A,Late Suchimancillo,5,100,500,133.3333333,12.5,1875
886,SVP-ETAN-4,B,Early Tanguche,7,750,900,50,6.75,675
887,SVP-LSUCH-48,A,Late Suchimancillo,5,100,500,133.3333333,14,210
888,SVP-VIN-14,A,Vinzos,3,-500,-100,133.3333333,1,100
889,SVP-CAY-16,A,Cayhuamarca,2,-1800,-500,433.3333333,1,50
889,SVP-ESUCH-27,B,Early Suchimancillo,4,-100,100,66.66666667,3.4,340
890,SVP-SAL-5,A,Las Salinas,1,-3000,-1800,400,1.25,35
891,SVP-CAY-15,A,Cayhuamarca,2,-1800,-500,433.3333333,1.5,150
891,SVP-VIN-15,A,Vinzos,3,-500,-100,400,1.5,150
891,SVP-ESUCH-26,A,Early Suchimancillo,4,-100,100,200,1,100
891,SVP-LSUCH-50,A,Late Suchimancillo,5,100,500,133.3333333,1.5,150
892,SVP-ESUCH-22,A,Early Suchimancillo,4,-100,100,66.66666667,3,300
892,SVP-LSUCH-47,A,Late Suchimancillo,5,100,500,133.3333333,3,300
894,SVP-CAY-17,A,Cayhuamarca,2,-1800,-500,433.3333333,2.25,110
894,SVP-VIN-16,A,Vinzos,3,-500,-100,133.3333333,1,50
896,SVP-ESUCH-25,A,Early Suchimancillo,4,-100,100,66.66666667,0.25,10
899,SVP-ESUCH-23,A,Early Suchimancillo,4,-100,100,66.66666667,2,200
899,SVP-LSUCH-49,A,Late Suchimancillo,5,100,500,133.3333333,2.25,225
902,SVP-ETR-1,A,Early Tambo Real,9,1100,1470,123.3333333,1,50
903,SVP-CAY-13,A,Cayhuamarca,2,-1800,-500,433.3333333,2.5,125
903,SVP-ESUCH-17,B,Early Suchimancillo,4,-100,100,66.66666667,8,200
904,SVP-ESUCH-19,A,Early Suchimancillo,4,-100,100,66.66666667,62,3100
904,SVP-LSUCH-45,A,Late Suchimancillo,5,100,500,133.3333333,41.5,2075
905,SVP-ESUCH-21,A,Early Suchimancillo,4,-100,100,66.66666667,1.5,25
906,SVP-CAY-14,A,Cayhuamarca,2,-1800,-500,433.3333333,1.5,20
909,SVP-ESUCH-15,A,Early Suchimancillo,4,-100,100,66.66666667,14,1400
909,SVP-LSUCH-39,A,Late Suchimancillo,5,100,500,133.3333333,14,1400
910,SVP-LSUCH-37,A,Late Suchimancillo,5,100,500,133.3333333,1,100
911,SVP-LSUCH-36,A,Late Suchimancillo,5,100,500,133.3333333,2,30
912,SVP-CAY-10,A,Cayhuamarca,2,-1800,-500,433.3333333,0.5,50
913,SVP-LSUCH-38,A,Late Suchimancillo,5,100,500,133.3333333,2,200
914,SVP-LSUCH-35,A,Late Suchimancillo,5,100,500,133.3333333,2,30
915,SVP-LTAN-3,A,Late Tanguche,8,900,1100,66.66666667,2.6,130
916,SVP-LSUCH-34,A,Late Suchimancillo,5,100,500,133.3333333,0.25,10
917,SVP-LSUCH-33,A,Late Suchimancillo,5,100,500,133.3333333,0.5,25
918,SVP-CAY-12,A,Cayhuamarca,2,-1800,-500,433.3333333,3.75,375
918,SVP-VIN-11,A,Vinzos,3,-500,-100,400,1.5,150
918,SVP-ESUCH-14,A,Early Suchimancillo,4,-100,100,66.66666667,0.25,25
919,SVP-CAY-11,A,Cayhuamarca,2,-1800,-500,433.3333333,2.5,250
919,SVP-VIN-10,A,Vinzos,3,-500,-100,133.3333333,2.5,250
920,SVP-CAY-9,A,Cayhuamarca,2,-1800,-500,433.3333333,1,100
920,SVP-VIN-9,A,Vinzos,3,-500,-100,400,2.5,250
920,SVP-ESUCH-11,A,Early Suchimancillo,4,-100,100,66.66666667,1,100
920,SVP-ESUCH-12,A,Early Suchimancillo,4,-100,100,66.66666667,1,100
921,SVP-SAL-4,A,Las Salinas,1,-3000,-1800,400,0.25,15
921,SVP-ESUCH-13,B,Early Suchimancillo,4,-100,100,66.66666667,3,45
922,SVP-CAY-8,A,Cayhuamarca,2,-1800,-500,433.3333333,1.5,25
923,SVP-LSUCH-29,A,Late Suchimancillo,5,100,500,133.3333333,0.1,5
924,SVP-ESUCH-10,A,Early Suchimancillo,4,-100,100,66.66666667,22.75,1140
924,SVP-LSUCH-31,A,Late Suchimancillo,5,100,500,133.3333333,23.4,1170
925,SVP-LSUCH-30,A,Late Suchimancillo,5,100,500,133.3333333,0.85,85
926,SVP-ESUCH-9,A,Early Suchimancillo,4,-100,100,66.66666667,2.5,125
926,SVP-LSUCH-28,A,Late Suchimancillo,5,100,500,133.3333333,2.5,125
926,SVP-ETAN-3,B,Early Tanguche,7,750,900,50,1,50
927,SVP-ESUCH-8,A,Early Suchimancillo,4,-100,100,66.66666667,0.9,45
927,SVP-LSUCH-27,A,Late Suchimancillo,5,100,500,133.3333333,1.5,75
927,SVP-ETAN-2,B,Early Tanguche,7,750,900,50,1.25,65
928,SVP-ESUCH-7,A,Early Suchimancillo,4,-100,100,66.66666667,1,50
928,SVP-ETAN-1,B,Early Tanguche,7,750,900,50,0.3,75
929,SVP-CAY-7,A,Cayhuamarca,2,-1800,-500,433.3333333,3,150
929,SVP-VIN-8,A,Vinzos,3,-500,-100,400,3,150
929,SVP-ESUCH-5,A,Early Suchimancillo,4,-100,100,66.66666667,3,150
930,SVP-CAY-6,A,Cayhuamarca,2,-1800,-500,433.3333333,0.5,25
930,SVP-VIN-7,A,Vinzos,3,-500,-100,400,0.25,25
930,SVP-ESUCH-6,A,Early Suchimancillo,4,-100,100,200,2.25,225
930,SVP-LSUCH-26,A,Late Suchimancillo,5,100,500,133.3333333,1.7,85
931,SVP-LSUCH-25,A,Late Suchimancillo,5,100,500,133.3333333,17,1700
932,SVP-LSUCH-24,A,Late Suchimancillo,5,100,500,133.3333333,1.7,170
933,SVP-LSUCH-23,A,Late Suchimancillo,5,100,500,133.3333333,3.5,350
934,SVP-LSUCH-22,A,Late Suchimancillo,5,100,500,133.3333333,2,200
935,SVP-LTAN-2,A,Late Tanguche,8,900,1100,66.66666667,1.75,90
936,SVP-LSUCH-21,A,Late Suchimancillo,5,100,500,133.3333333,3.2,320
938,SVP-LSUCH-19,A,Late Suchimancillo,5,100,500,133.3333333,0.5,50
939,SVP-LSUCH-17,A,Late Suchimancillo,5,100,500,133.3333333,3,300
940,SVP-LSUCH-18,A,Late Suchimancillo,5,100,500,133.3333333,0.5,50
941,SVP-LSUCH-16,A,Late Suchimancillo,5,100,500,133.3333333,1.7,170
942,SVP-LSUCH-15,A,Late Suchimancillo,5,100,500,133.3333333,2,200
943,SVP-LTAN-1,A,Late Tanguche,8,900,1100,66.66666667,1.2,60
944,SVP-ESUCH-4,A,Early Suchimancillo,4,-100,100,66.66666667,0.5,25
944,SVP-LSUCH-14,A,Late Suchimancillo,5,100,500,133.3333333,0.5,50
945,SVP-VIN-6,A,Vinzos,3,-500,-100,133.3333333,2.6,260
945,SVP-ESUCH-3,A,Early Suchimancillo,4,-100,100,66.66666667,1.7,170
946,SVP-LSUCH-11,A,Late Suchimancillo,5,100,500,133.3333333,7.5,750
947,SVP-VIN-5,A,Vinzos,3,-500,-100,133.3333333,2.9,290
948,SVP-ESUCH-2,A,Early Suchimancillo,4,-100,100,66.66666667,1,100
948,SVP-LSUCH-12,A,Late Suchimancillo,5,100,500,133.3333333,1.4,140
950,SVP-CAY-5,A,Cayhuamarca,2,-1800,-500,433.3333333,2,50
951,SVP-CAY-4,A,Cayhuamarca,2,-1800,-500,433.3333333,2.5,115
951,SVP-VIN-4,A,Vinzos,3,-500,-100,133.3333333,0.25,5
952,SVP-CAY-3,A,Cayhuamarca,2,-1800,-500,433.3333333,4.3,200
952,SVP-VIN-3,A,Vinzos,3,-500,-100,133.3333333,1,50
953,SVP-CAY-1,A,Cayhuamarca,2,-1800,-500,433.3333333,6.5,500
953,SVP-VIN-1,A,Vinzos,3,-500,-100,400,6.5,500
953,SVP-ESUCH-1,A,Early Suchimancillo,4,-100,100,200,12.1,775
953,SVP-LSUCH-9,A,Late Suchimancillo,5,100,500,133.3333333,7.2,400
954,SVP-VIN-2,A,Vinzos,3,-500,-100,133.3333333,1.5,75
955,SVP-CAY-2,A,Cayhuamarca,2,-1800,-500,433.3333333,0.85,85
956,SVP-SAL-3,A,Las Salinas,1,-3000,-1800,400,0.25,15
957,SVP-LSUCH-8,A,Late Suchimancillo,5,100,500,133.3333333,0.25,10
958,SVP-LSUCH-7,A,Late Suchimancillo,5,100,500,133.3333333,0.25,10
959,SVP-SAL-2,A,Las Salinas,1,-3000,-1800,400,0.25,15
960,SVP-SAL-1,A,Las Salinas,1,-3000,-1800,400,1,30
961,SVP-LSUCH-6,A,Late Suchimancillo,5,100,500,133.3333333,0.25,10
962,SVP-LSUCH-5,A,Late Suchimancillo,5,100,500,133.3333333,0.2,20
963,SVP-LSUCH-3,A,Late Suchimancillo,5,100,500,133.3333333,1.75,175
964,SVP-LSUCH-2,A,Late Suchimancillo,5,100,500,133.3333333,0.25,25
965,SVP-LSUCH-4,A,Late Suchimancillo,5,100,500,133.3333333,1,50
966,SVP-LSUCH-1,A,Late Suchimancillo,5,100,500,133.3333333,2,100
