Site Occupation Location,SubOc1,New Comp,Period,Period No.,Period Start,Period End,Estimated Span,Area (ha),Population
304,A,,LC,7,450,600,150,2.7,135
305,A,,MF,2,-1100,-500,600,1.8,90
305,A,,LF,3,-500,-100,400,1.8,90
305,A,,TF,4,-100,200,300,1.8,90
305,A,,EC,5,200,300,100,1.9,95
305,A,,MC,6,300,450,150,1.8,90
305,A,,LC,7,450,600,150,0.6,30
305,B,,P,10,1150,1300,150,0.5,25
306,A,,Epi,8,600,850,250,0.3,15
306,A,,EPC,9,850,1150,300,0.3,15
307,A,,MF,2,-1100,-500,600,1.7,85
307,B,,TF,4,-100,200,300,1.9,95
307,B,,EC,5,200,300,100,1.9,95
307,B,,MC,6,300,450,150,1.9,95
307,C,,Epi,8,600,850,250,1.7,85
307,D,,P,10,1150,1300,150,0.8,40
307,D,,A,11,1300,1440,140,0.8,40
307,D,,M,12,1440,1520,80,0.8,40
308,A,,MF,2,-1100,-500,600,0.2,10
308,B,,TF,4,-100,200,300,0.4,20
308,B,,EC,5,200,300,100,0.4,20
308,B,,MC,6,300,450,150,0.4,20
308,B,,LC,7,450,600,150,0.1,5
308,B,,Epi,8,600,850,250,0.1,5
308,C,,M,12,1440,1520,80,0.2,10
309,A,,TF,4,-100,200,300,0.1,5
309,A,,EC,5,200,300,100,0.1,5
309,A,,MC,6,300,450,150,0.1,5
309,A,,LC,7,450,600,150,0.1,5
309,B,,EPC,9,850,1150,300,0.1,5
309,B,,P,10,1150,1300,150,0.1,5
309,B,,A,11,1300,1440,140,0.1,5
309,B,,M,12,1440,1520,80,0.1,5
310,A,,TF,4,-100,200,300,0.2,10
310,A,,EC,5,200,300,100,0.2,10
310,A,,MC,6,300,450,150,0.2,10
310,A,,LC,7,450,600,150,0.2,10
310,A,,Epi,8,600,850,250,0.2,10
311,A,,TF,4,-100,200,300,0.2,10
311,A,,EC,5,200,300,100,0.2,10
311,A,,MC,6,300,450,150,0.2,10
311,B,,Epi,8,600,850,250,0.1,5
311,C,,P,10,1150,1300,150,0.1,5
311,C,,A,11,1300,1440,140,0.3,15
312,A,,TF,4,-100,200,300,0.1,5
312,A,,EC,5,200,300,100,0.1,5
312,A,,MC,6,300,450,150,0.1,5
312,A,,LC,7,450,600,150,0.1,5
312,A,,Epi,8,600,850,250,0.1,5
312,A,,EPC,9,850,1150,300,0.1,5
312,B,,A,11,1300,1440,140,0.1,5
313,A,,MF,2,-1100,-500,600,0.1,5
313,A,,LF,3,-500,-100,400,0.4,20
313,B,,P,10,1150,1300,150,0.4,20
313,B,,A,11,1300,1440,140,0.4,20
314,A,,EC,5,200,300,100,6.1,305
314,A,,MC,6,300,450,150,6,300
314,B,,Epi,8,600,850,250,0.9,45
314,C,,P,10,1150,1300,150,0.9,45
314,C,,A,11,1300,1440,140,2.1,105
314,C,,M,12,1440,1520,80,4.6,230
316,A,,TF,4,-100,200,300,0.7,35
316,A,,EC,5,200,300,100,0.7,35
316,A,,MC,6,300,450,150,0.7,35
316,B,,A,11,1300,1440,140,0.7,35
317,A,,EC,5,200,300,100,0.9,45
317,A,,MC,6,300,450,150,0.9,45
317,B,,P,10,1150,1300,150,0.9,45
317,B,,A,11,1300,1440,140,0.9,45
317,B,,M,12,1440,1520,80,0.9,45
318,A,,LC,7,450,600,150,0.1,5
318,B,,P,10,1150,1300,150,0.1,5
318,B,,A,11,1300,1440,140,0.1,5
320,A,,MF,2,-1100,-500,600,0.1,5
320,B,,EC,5,200,300,100,0.4,20
320,B,,MC,6,300,450,150,0.4,20
320,C,,A,11,1300,1440,140,0.4,20
320,C,,M,12,1440,1520,80,0.4,20
321,A,,TF,4,-100,200,300,0.3,15
321,A,,EC,5,200,300,100,0.3,15
321,A,,MC,6,300,450,150,0.3,15
321,A,,LC,7,450,600,150,0.3,15
321,B,,EPC,9,850,1150,300,0.3,15
322,A,,TF,4,-100,200,300,0.4,20
322,A,,EC,5,200,300,100,0.4,20
322,A,,MC,6,300,450,150,0.4,20
322,A,,LC,7,450,600,150,0.4,20
323,A,,TF,4,-100,200,300,1,50
323,A,,EC,5,200,300,100,1,50
323,A,,MC,6,300,450,150,1,50
324,A,,EC,5,200,300,100,0.2,10
324,A,,MC,6,300,450,150,0.2,10
324,A,,LC,7,450,600,150,0.2,10
324,B,,P,10,1150,1300,150,0.4,20
324,B,,A,11,1300,1440,140,1.5,75
324,B,,M,12,1440,1520,80,1.5,75
325,A,,P,10,1150,1300,150,0.2,10
325,A,,A,11,1300,1440,140,0.6,30
325,A,,M,12,1440,1520,80,0.6,30
326,A,,TF,4,-100,200,300,0.5,25
326,A,,EC,5,200,300,100,0.5,25
326,A,,MC,6,300,450,150,0.5,25
326,B,,Epi,8,600,850,250,0.5,25
326,C,,P,10,1150,1300,150,0.5,25
327,A,,LF,3,-500,-100,400,0.3,15
327,A,,TF,4,-100,200,300,0.1,5
327,A,,EC,5,200,300,100,0.1,5
327,A,,MC,6,300,450,150,0.1,5
329,A,,LF,3,-500,-100,400,0.1,5
329,A,,TF,4,-100,200,300,0.1,5
329,A,,EC,5,200,300,100,0.1,5
329,A,,MC,6,300,450,150,0.1,5
329,A,,LC,7,450,600,150,0.1,5
329,A,,Epi,8,600,850,250,0.1,5
329,B,,M,12,1440,1520,80,0.1,5
330,A,,MC,6,300,450,150,0.3,15
330,A,,LC,7,450,600,150,0.3,15
331,A,,TF,4,-100,200,300,0.1,5
331,A,,EC,5,200,300,100,0.1,5
331,A,,MC,6,300,450,150,0.1,5
332,A,,TF,4,-100,200,300,1.2,60
332,A,,EC,5,200,300,100,1.2,60
332,A,,MC,6,300,450,150,1.2,60
332,A,,LC,7,450,600,150,1.2,60
333,A,,LF,3,-500,-100,400,0.5,25
333,A,,TF,4,-100,200,300,0.5,25
333,A,,EC,5,200,300,100,0.5,25
334,A,,MF,2,-1100,-500,600,0.2,10
334,A,,LF,3,-500,-100,400,1.5,75
334,A,886,TF,4,-100,200,300,6.2,310
334,A,,TF,4,-100,200,300,2.7,135
334,A,,EC,5,200,300,100,37.4,1870
334,A,,MC,6,300,450,150,37.4,1870
334,A,886,LC,7,450,600,150,2.7,135
334,A,,LC,7,450,600,150,0.4,20
334,A,,Epi,8,600,850,250,0.4,20
334,A,887,EPC,9,850,1150,300,0.2,10
334,A,,EPC,9,850,1150,300,0.2,10
334,A,,P,10,1150,1300,150,4.1,205
334,A,,A,11,1300,1440,140,17.7,885
334,A,,M,12,1440,1520,80,13.3,665
335,A,,MF,2,-1100,-500,600,0.1,5
335,A,,LF,3,-500,-100,400,0.1,5
335,A,915,TF,4,-100,200,300,0.8,40
335,A,,TF,4,-100,200,300,2.2,110
335,A,915,EC,5,200,300,100,0.8,40
335,A,,EC,5,200,300,100,2.2,110
335,A,915,MC,6,300,450,150,0.8,40
335,A,,MC,6,300,450,150,2.2,110
335,A,915,LC,7,450,600,150,0.8,40
335,A,,LC,7,450,600,150,2.2,110
335,A,,Epi,8,600,850,250,22.8,1140
335,B,,P,10,1150,1300,150,1.4,70
335,B,,A,11,1300,1440,140,17.3,865
335,B,,M,12,1440,1520,80,22.8,1140
336,A,,EC,5,200,300,100,0.1,5
336,B,,M,12,1440,1520,80,0.1,5
337,A,,TF,4,-100,200,300,0.3,15
337,A,,EC,5,200,300,100,0.3,15
337,A,,MC,6,300,450,150,0.3,15
337,B,,A,11,1300,1440,140,0.3,15
337,B,,M,12,1440,1520,80,0.3,15
338,A,,EC,5,200,300,100,0.1,5
338,B,,A,11,1300,1440,140,0.4,20
338,B,,M,12,1440,1520,80,0.4,20
339,A,,TF,4,-100,200,300,1.3,65
339,A,,EC,5,200,300,100,1.3,65
339,A,,MC,6,300,450,150,1.3,65
339,A,,LC,7,450,600,150,1.3,65
340,A,,EC,5,200,300,100,0.1,5
340,A,,MC,6,300,450,150,0.1,5
340,A,,LC,7,450,600,150,0.1,5
341,A,,LF,3,-500,-100,400,2.1,105
341,A,,TF,4,-100,200,300,13.1,655
341,A,,EC,5,200,300,100,13.1,655
341,A,,MC,6,300,450,150,13.1,655
341,A,,LC,7,450,600,150,12.3,615
341,A,,Epi,8,600,850,250,1,50
341,A,,EPC,9,850,1150,300,0.1,5
341,A,,P,10,1150,1300,150,5,250
341,A,,A,11,1300,1440,140,4.9,245
341,A,,M,12,1440,1520,80,13,650
342,A,,MF,2,-1100,-500,600,0.1,5
342,B,,TF,4,-100,200,300,0.1,5
342,B,,EC,5,200,300,100,0.1,5
342,B,,MC,6,300,450,150,0.1,5
342,B,,LC,7,450,600,150,0.1,5
343,A,,TF,4,-100,200,300,0.2,10
343,A,,EC,5,200,300,100,5.9,295
343,A,,MC,6,300,450,150,5.9,295
343,A,,LC,7,450,600,150,0.9,45
343,B,,EPC,9,850,1150,300,0.4,20
344,A,,A,11,1300,1440,140,0.1,5
344,A,,M,12,1440,1520,80,0.1,5
345,A,,EC,5,200,300,100,0.1,5
345,A,,MC,6,300,450,150,0.1,5
346,A,,MF,2,-1100,-500,600,0.3,15
346,B,,EC,5,200,300,100,0.5,25
346,B,,MC,6,300,450,150,0.5,25
346,C,,A,11,1300,1440,140,3.4,170
346,C,,M,12,1440,1520,80,1.6,80
348,A,,P,10,1150,1300,150,1.2,60
348,A,,A,11,1300,1440,140,1.2,60
348,A,,M,12,1440,1520,80,1.2,60
349,A,,EC,5,200,300,100,0.4,20
349,A,,MC,6,300,450,150,0.4,20
349,B,,A,11,1300,1440,140,0.4,20
350,A,,Epi,8,600,850,250,1.3,65
350,A,,EPC,9,850,1150,300,1.1,55
350,A,,P,10,1150,1300,150,1.3,65
350,A,,A,11,1300,1440,140,3.6,180
350,A,,M,12,1440,1520,80,3.6,180
351,A,,EPC,9,850,1150,300,0.2,10
351,A,,P,10,1150,1300,150,0.2,10
352,A,,MF,2,-1100,-500,600,1.8,90
352,B,,TF,4,-100,200,300,0.9,45
352,B,,EC,5,200,300,100,1.8,90
352,B,,MC,6,300,450,150,1.8,90
352,B,,LC,7,450,600,150,0.9,45
353,A,,TF,4,-100,200,300,0.5,25
353,A,,EC,5,200,300,100,2.4,120
353,A,,MC,6,300,450,150,2.4,120
353,A,,LC,7,450,600,150,2.5,125
353,B,,P,10,1150,1300,150,4.5,225
353,B,,A,11,1300,1440,140,8.6,430
353,B,,M,12,1440,1520,80,8.6,430
354,A,,TF,4,-100,200,300,0.3,15
354,A,,EC,5,200,300,100,0.3,15
354,A,,MC,6,300,450,150,0.3,15
354,A,,LC,7,450,600,150,0.3,15
354,B,,P,10,1150,1300,150,0.1,5
354,B,,A,11,1300,1440,140,0.1,5
354,B,,M,12,1440,1520,80,0.3,15
355,A,,P,10,1150,1300,150,0.6,30
355,A,,A,11,1300,1440,140,0.6,30
356,A,,LC,7,450,600,150,0.2,10
357,A,,TF,4,-100,200,300,0.1,5
358,A,,TF,4,-100,200,300,10.6,530
358,A,,EC,5,200,300,100,10.6,530
358,A,,MC,6,300,450,150,0.7,35
358,A,,LC,7,450,600,150,1.3,65
358,B,,P,10,1150,1300,150,10.6,530
358,B,889,A,11,1300,1440,140,0.2,10
358,B,,A,11,1300,1440,140,4.2,210
358,B,,M,12,1440,1520,80,3.1,155
359,A,,TF,4,-100,200,300,0.4,20
359,A,,EC,5,200,300,100,0.4,20
359,B,,LC,7,450,600,150,0.4,20
359,C,,A,11,1300,1440,140,0.4,20
359,C,,M,12,1440,1520,80,0.1,5
360,A,,LF,3,-500,-100,400,6.5,325
360,B,,EC,5,200,300,100,11.6,580
360,B,,MC,6,300,450,150,11.6,580
360,C,,EPC,9,850,1150,300,0.1,5
360,C,,P,10,1150,1300,150,1.4,70
361,A,,EC,5,200,300,100,0.2,10
361,A,,MC,6,300,450,150,0.2,10
361,B,,P,10,1150,1300,150,28.5,1425
361,B,,A,11,1300,1440,140,12.2,610
361,B,892,M,12,1440,1520,80,3.8,190
361,B,,M,12,1440,1520,80,3.6,180
362,A,,TF,4,-100,200,300,0.3,15
362,A,,EC,5,200,300,100,0.3,15
362,A,,MC,6,300,450,150,0.3,15
362,B,,P,10,1150,1300,150,1.2,60
362,B,,A,11,1300,1440,140,1.2,60
362,B,,M,12,1440,1520,80,1.2,60
363,A,,TF,4,-100,200,300,0.1,5
363,A,,EC,5,200,300,100,0.1,5
363,A,,MC,6,300,450,150,0.1,5
363,A,,LC,7,450,600,150,0.1,5
363,B,,P,10,1150,1300,150,0.2,10
363,B,891,A,11,1300,1440,140,0.3,15
363,B,,A,11,1300,1440,140,0.2,10
363,B,,M,12,1440,1520,80,1,50
365,A,,P,10,1150,1300,150,0.1,5
366,A,,P,10,1150,1300,150,0.3,15
366,A,,A,11,1300,1440,140,0.3,15
367,A,,TF,4,-100,200,300,0.8,40
367,A,,EC,5,200,300,100,0.8,40
367,B,,P,10,1150,1300,150,0.8,40
367,B,,A,11,1300,1440,140,0.8,40
367,B,,M,12,1440,1520,80,0.1,5
368,A,,LF,3,-500,-100,400,0.2,10
368,A,,TF,4,-100,200,300,0.4,20
368,A,,EC,5,200,300,100,0.8,40
368,A,,MC,6,300,450,150,0.4,20
368,A,,LC,7,450,600,150,0.4,20
368,B,,P,10,1150,1300,150,0.2,10
368,B,,A,11,1300,1440,140,0.4,20
368,B,,M,12,1440,1520,80,0.2,10
370,A,,MC,6,300,450,150,0.3,15
371,A,,TF,4,-100,200,300,0.8,40
371,A,,EC,5,200,300,100,0.8,40
371,A,,MC,6,300,450,150,0.8,40
371,A,,LC,7,450,600,150,0.1,5
371,A,,Epi,8,600,850,250,0.3,15
371,A,,EPC,9,850,1150,300,0.3,15
371,B,,A,11,1300,1440,140,0.3,15
372,A,,TF,4,-100,200,300,2,100
372,B,,A,11,1300,1440,140,2,100
372,B,,M,12,1440,1520,80,2,100
373,A,,TF,4,-100,200,300,0.7,35
373,A,,EC,5,200,300,100,1.6,80
373,A,,MC,6,300,450,150,1.6,80
373,B,,M,12,1440,1520,80,4.2,210
375,A,,TF,4,-100,200,300,1.2,60
375,A,,EC,5,200,300,100,1.2,60
375,A,,MC,6,300,450,150,1.2,60
375,A,,LC,7,450,600,150,1.2,60
375,B,,P,10,1150,1300,150,0.7,35
375,B,,A,11,1300,1440,140,1.2,60
375,B,,M,12,1440,1520,80,0.7,35
376,A,,TF,4,-100,200,300,4.1,205
376,B,,Epi,8,600,850,250,2.2,110
376,C,,A,11,1300,1440,140,1.5,75
376,C,,M,12,1440,1520,80,1.5,75
377,A,,M,12,1440,1520,80,0.5,25
379,A,,LC,7,450,600,150,0.4,20
379,B,,A,11,1300,1440,140,0.4,20
382,A,,LF,3,-500,-100,400,3.1,155
382,B,,EC,5,200,300,100,12,600
382,B,,MC,6,300,450,150,13.1,655
382,C,,Epi,8,600,850,250,13.1,655
382,D,,A,11,1300,1440,140,0.8,40
382,D,,M,12,1440,1520,80,1.9,95
383,A,,LF,3,-500,-100,400,0.6,30
383,A,,TF,4,-100,200,300,1.5,75
383,A,,EC,5,200,300,100,1.5,75
383,A,,MC,6,300,450,150,5,250
383,A,,LC,7,450,600,150,0.2,10
383,B,,EPC,9,850,1150,300,0.1,5
383,B,,P,10,1150,1300,150,1.3,65
383,B,,A,11,1300,1440,140,3,150
383,B,,M,12,1440,1520,80,2.8,140
388,A,,EC,5,200,300,100,0.7,35
388,A,,MC,6,300,450,150,0.7,35
390,A,,P,10,1150,1300,150,0.2,10
390,A,,A,11,1300,1440,140,0.5,25
390,A,,M,12,1440,1520,80,0.5,25
391,A,,MF,2,-1100,-500,600,1,50
391,A,,LF,3,-500,-100,400,0.4,20
391,A,,TF,4,-100,200,300,0.3,15
391,A,,EC,5,200,300,100,17.6,880
391,A,,MC,6,300,450,150,17.6,880
391,B,,EPC,9,850,1150,300,1.1,55
391,B,,P,10,1150,1300,150,0.5,25
391,B,,A,11,1300,1440,140,28.8,1440
391,B,,M,12,1440,1520,80,26.9,1345
392,A,,TF,4,-100,200,300,0.8,40
392,B,,MC,6,300,450,150,0.8,40
392,B,,LC,7,450,600,150,0.8,40
392,B,,Epi,8,600,850,250,0.8,40
392,B,,EPC,9,850,1150,300,0.4,20
392,C,,A,11,1300,1440,140,0.8,40
393,A,,EC,5,200,300,100,1.2,60
393,A,,MC,6,300,450,150,1.2,60
393,B,,Epi,8,600,850,250,1.2,60
393,C,,A,11,1300,1440,140,1.2,60
393,C,,M,12,1440,1520,80,1.2,60
394,A,,P,10,1150,1300,150,2.4,120
394,A,,A,11,1300,1440,140,7.2,360
394,A,,M,12,1440,1520,80,7.2,360
395,A,,TF,4,-100,200,300,0.1,5
395,A,916,EC,5,200,300,100,1,50
395,A,,EC,5,200,300,100,0.1,5
395,B,,P,10,1150,1300,150,6.7,335
395,B,,A,11,1300,1440,140,22.7,1135
395,B,,M,12,1440,1520,80,22.7,1135
396,A,,P,10,1150,1300,150,0.6,30
396,A,,A,11,1300,1440,140,1.2,60
396,A,,M,12,1440,1520,80,1.2,60
397,A,,P,10,1150,1300,150,0.3,15
397,A,,A,11,1300,1440,140,0.3,15
397,A,,M,12,1440,1520,80,0.3,15
398,A,,A,11,1300,1440,140,0.2,10
398,A,,M,12,1440,1520,80,0.2,10
400,A,,EC,5,200,300,100,0.2,10
401,A,,LF,3,-500,-100,400,0.2,10
401,A,,TF,4,-100,200,300,2.4,120
401,B,,MC,6,300,450,150,2.4,120
401,C,,P,10,1150,1300,150,0.2,10
401,C,,A,11,1300,1440,140,3,150
401,C,,M,12,1440,1520,80,3,150
405,A,,LF,3,-500,-100,400,4.6,230
405,A,,TF,4,-100,200,300,4.3,215
405,A,,EC,5,200,300,100,7.3,365
405,A,,MC,6,300,450,150,7.3,365
405,B,,P,10,1150,1300,150,3.4,170
405,B,,A,11,1300,1440,140,4.2,210
405,B,,M,12,1440,1520,80,7.3,365
406,A,,TF,4,-100,200,300,0.4,20
406,B,,MC,6,300,450,150,0.4,20
407,A,,TF,4,-100,200,300,0.3,15
407,A,,EC,5,200,300,100,0.3,15
407,A,,MC,6,300,450,150,0.5,25
407,B,,P,10,1150,1300,150,0.5,25
407,B,,A,11,1300,1440,140,0.3,15
408,A,,TF,4,-100,200,300,2.8,140
408,A,,EC,5,200,300,100,2.8,140
408,A,,MC,6,300,450,150,2.8,140
409,A,,MF,2,-1100,-500,600,2.1,105
409,A,,LF,3,-500,-100,400,0.3,15
409,A,,TF,4,-100,200,300,0.6,30
409,A,,EC,5,200,300,100,0.6,30
409,A,,MC,6,300,450,150,0.6,30
409,A,,LC,7,450,600,150,0.1,5
411,A,,TF,4,-100,200,300,0.3,15
411,A,,EC,5,200,300,100,0.4,20
411,A,,MC,6,300,450,150,0.4,20
411,A,,LC,7,450,600,150,0.1,5
411,A,,Epi,8,600,850,250,0.2,10
411,B,,P,10,1150,1300,150,0.2,10
411,B,,A,11,1300,1440,140,0.2,10
411,B,,M,12,1440,1520,80,0.2,10
412,A,917,TF,4,-100,200,300,0.2,10
412,A,,TF,4,-100,200,300,2.1,105
412,A,,EC,5,200,300,100,6.6,330
412,A,,MC,6,300,450,150,6.6,330
412,A,,LC,7,450,600,150,0.6,30
412,A,,Epi,8,600,850,250,0,0
412,B,,P,10,1150,1300,150,1.7,85
412,B,,A,11,1300,1440,140,6.6,330
412,B,,M,12,1440,1520,80,5,250
413,A,,MF,2,-1100,-500,600,3,150
413,A,,LF,3,-500,-100,400,0.8,40
413,A,,TF,4,-100,200,300,18.5,925
413,A,,EC,5,200,300,100,18.5,925
413,A,,MC,6,300,450,150,18.5,925
413,A,,LC,7,450,600,150,10.3,515
414,A,,MF,2,-1100,-500,600,2.5,125
414,A,,LF,3,-500,-100,400,3.2,160
414,A,,TF,4,-100,200,300,1.3,65
414,A,,EC,5,200,300,100,3.2,160
414,A,,MC,6,300,450,150,3.2,160
414,A,,LC,7,450,600,150,1.9,95
414,A,,A/M,12,1300,1520,220,1.1,55
1401,A,854,M,12,1440,1520,80,0.1,5
1402,A,852,M,12,1440,1520,80,0.1,5
1402,A,853,M,12,1440,1520,80,0.1,5
